user_id,submission_count,problem_solved,contribution,country,follower_count,last_online_time_seconds,max_rating,rating,rank,registration_time_seconds,user_attempts_median,user_attempts_min,user_attempts_max,user_attempts_count,user_attempts_iqr
user_1024,184,171,0,Mexico,4,1502049736,356.651,345.18300000000005,intermediate,1428794593,1.0,1.0,5.0,73.0,0.0
user_1025,576,539,0,India,34,1505550653,391.915,382.454,intermediate,1439056354,1.0,1.0,4.0,76.0,0.0
user_1026,500,399,0,Armenia,16,1505555307,372.13300000000004,358.37199999999996,intermediate,1463670078,1.0,1.0,5.0,38.0,0.0
user_1027,170,159,0,Egypt,9,1503696959,307.339,267.48900000000003,beginner,1475532137,2.0,1.0,4.0,76.0,0.0
user_1028,762,648,0,Bangladesh,25,1505571577,317.661,285.55,beginner,1465198565,2.0,1.0,6.0,64.0,0.0
user_1029,27,18,0,None,3,1504027779,330.275,280.96299999999997,beginner,1477326395,2.0,1.0,4.0,13.0,0.0
user_103,56,53,0,None,0,1497368274,397.36199999999997,369.26599999999996,intermediate,1476870279,1.0,1.0,5.0,39.0,0.0
user_1030,309,265,27,Vietnam,127,1505547201,514.335,493.406,advanced,1437571535,2.0,1.0,6.0,47.0,0.0
user_1031,10,7,0,None,0,1505524178,327.122,306.47900000000004,beginner,1444898256,2.0,1.0,3.0,5.0,0.020000000000000018
user_1032,6,6,0,None,0,1485093717,304.186,304.186,beginner,1440316728,2.0,2.0,2.0,5.0,0.0
user_1033,372,345,1,Bangladesh,48,1505572253,309.346,298.73900000000003,beginner,1460210033,2.0,1.0,6.0,38.0,0.0
user_1034,21,19,0,None,6,1484708810,492.546,492.546,advanced,1360552645,1.0,1.0,2.0,12.0,0.0
user_1035,94,91,0,India,5,1505095763,362.385,362.385,intermediate,1472711847,1.0,1.0,6.0,61.0,0.0
user_1036,132,97,-1,India,23,1502985694,391.342,391.342,intermediate,1452261316,1.0,1.0,4.0,62.0,0.0
user_1037,17,13,0,None,0,1500139505,305.619,237.672,beginner,1482131158,3.0,1.0,6.0,9.0,0.0
user_1038,928,888,45,Romania,229,1505579842,654.243,610.952,expert,1371299266,1.0,1.0,6.0,69.0,0.0
user_1039,393,358,0,Bangladesh,13,1503942317,325.975,297.592,beginner,1466097043,2.0,1.0,6.0,53.0,0.0
user_104,153,133,0,India,47,1504730028,337.72900000000004,332.282,intermediate,1465646986,2.0,1.0,4.0,46.0,0.0
user_1040,742,670,71,China,85,1505575552,673.452,634.174,expert,1357047884,2.0,1.0,6.0,33.0,0.0
user_1041,762,742,19,South Korea,19,1505531672,553.899,544.438,advanced,1416734195,1.0,1.0,5.0,87.0,0.0
user_1042,475,413,1,Uzbekistan,36,1490270721,341.74300000000005,272.07599999999996,beginner,1403967153,1.0,1.0,6.0,34.0,0.0
user_1043,167,111,0,Egypt,23,1504794680,317.947,244.83900000000003,beginner,1445204018,1.0,1.0,5.0,41.0,0.0
user_1044,44,38,0,India,0,1505560545,319.954,226.49099999999999,beginner,1435140723,1.0,1.0,6.0,28.0,0.0
user_1045,31,28,0,None,0,1496832750,305.046,190.65400000000002,beginner,1468171707,2.0,1.0,5.0,16.0,0.0
user_1046,313,306,0,Canada,16,1503119039,540.711,470.47,advanced,1406999209,1.0,1.0,6.0,68.0,0.0
user_1047,111,106,-1,Bangladesh,32,1504774845,308.77299999999997,271.502,beginner,1464258765,1.0,1.0,6.0,53.0,0.0
user_1048,91,78,0,Bolivia,15,1505570712,309.633,277.52299999999997,beginner,1460841438,1.0,1.0,4.0,52.0,0.0
user_1049,28,23,-4,None,0,1494460318,304.186,204.128,beginner,1468791529,1.0,1.0,6.0,15.0,0.0
user_105,234,221,22,China,6,1505528038,525.516,525.516,advanced,1482923731,2.0,1.0,6.0,46.0,0.0
user_1050,232,208,0,None,44,1498587392,315.08,217.60299999999998,beginner,1413550466,2.0,1.0,6.0,37.0,0.0
user_1051,369,357,2,Kazakhstan,67,1505563315,399.656,388.18800000000005,intermediate,1440825554,1.0,1.0,6.0,75.0,0.0
user_1052,606,605,12,Iran,75,1505391690,477.63800000000003,456.135,advanced,1438623867,2.0,1.0,6.0,52.0,0.0
user_1053,24,17,0,None,1,1504378065,315.94,268.349,beginner,1449953683,1.0,1.0,4.0,16.0,0.0
user_1054,563,415,-9,Bangladesh,26,1505542807,324.541,305.33299999999997,beginner,1406905167,1.0,1.0,6.0,29.0,0.0
user_1055,102,91,0,None,2,1505388872,348.911,297.592,beginner,1474267168,1.0,1.0,5.0,61.0,0.0
user_1056,287,256,7,India,92,1505153795,497.42,465.88300000000004,advanced,1387132584,2.0,1.0,4.0,46.0,0.0
user_1057,169,153,4,Russia,20,1505579891,473.05,473.05,advanced,1288708225,1.0,1.0,6.0,72.0,0.0
user_1058,595,557,1,Ukraine,68,1505569849,414.564,401.663,intermediate,1399809488,2.0,1.0,6.0,36.0,0.0
user_1059,35,29,0,None,2,1490973640,355.505,341.17,intermediate,1477470109,1.0,1.0,2.0,20.0,0.0
user_106,8,5,0,Brazil,2,1495033452,325.115,309.346,beginner,1472416810,1.0,1.0,2.0,4.0,0.0
user_1060,35,32,0,None,4,1500928778,350.344,350.344,intermediate,1469797875,2.0,1.0,4.0,25.0,0.0
user_1061,39,17,0,None,1,1494175392,338.589,118.693,beginner,1467200579,1.0,1.0,3.0,8.0,0.0
user_1062,16,14,0,None,2,1497293349,354.358,307.626,beginner,1482595700,1.0,1.0,3.0,11.0,0.0
user_1063,1116,1023,10,Syria,101,1503100382,460.436,458.42900000000003,advanced,1428763466,1.0,1.0,5.0,65.0,0.0
user_1064,222,205,0,China,35,1505533255,494.26599999999996,458.42900000000003,advanced,1407564273,1.0,1.0,5.0,79.0,0.0
user_1065,300,247,0,Bangladesh,31,1503169300,333.142,333.142,intermediate,1471007595,1.0,1.0,4.0,39.0,0.0
user_1066,286,264,11,Romania,50,1505404965,464.736,422.305,intermediate,1439111687,1.0,1.0,4.0,51.0,0.0
user_1067,179,151,0,None,2,1505539223,379.3,353.49800000000005,intermediate,1436259979,1.0,1.0,4.0,69.0,0.0
user_1068,176,161,9,Egypt,60,1505221702,420.298,330.849,intermediate,1274218310,1.0,1.0,6.0,47.0,0.0
user_1069,750,558,0,Bangladesh,1,1505573736,309.633,305.046,beginner,1441646738,1.0,1.0,4.0,48.0,0.0
user_107,13,10,0,None,0,1485761231,322.82099999999997,322.82099999999997,intermediate,1482925713,3.0,2.0,4.0,9.0,0.0
user_1070,12,8,0,None,3,1499459906,327.408,297.305,beginner,1482873144,1.5,1.0,4.0,6.0,0.0
user_1071,502,463,0,Egypt,10,1501510224,401.089,329.702,intermediate,1280327815,1.5,1.0,6.0,38.0,0.0
user_1072,248,215,0,None,21,1505487390,430.906,391.342,intermediate,1443937973,1.0,1.0,6.0,52.0,0.0
user_1073,83,64,0,Kazakhstan,14,1491135932,313.073,238.81900000000002,beginner,1451102618,1.0,1.0,3.0,47.0,0.0
user_1074,21,15,0,None,0,1495875968,332.282,316.8,intermediate,1481275757,1.0,1.0,5.0,9.0,0.0
user_1075,1252,1108,133,Syria,991,1505579908,613.5319999999999,512.615,advanced,1349347986,2.0,1.0,5.0,63.0,0.0
user_1076,29,20,0,None,1,1502116166,327.122,315.94,intermediate,1459336365,1.0,1.0,3.0,16.0,0.0
user_1077,87,76,0,China,17,1500950544,342.89,286.98400000000004,beginner,1468137523,2.0,1.0,6.0,37.0,0.0
user_1078,505,439,18,Iran,43,1505531918,465.023,465.023,advanced,1354394320,1.0,1.0,5.0,58.0,0.0
user_1079,98,88,0,Bangladesh,21,1502567692,324.541,243.40599999999998,beginner,1474525644,1.0,1.0,5.0,56.0,0.0
user_108,76,57,0,None,4,1499163246,315.08,240.826,beginner,1483694142,2.0,1.0,6.0,42.0,0.0
user_1080,142,119,0,None,19,1496850786,352.064,344.897,intermediate,1457344931,2.0,1.0,6.0,46.0,0.0
user_1081,112,89,0,India,17,1505489363,364.67900000000003,364.67900000000003,intermediate,1453748208,1.0,1.0,4.0,57.0,0.0
user_1082,37,22,0,None,4,1504530893,332.856,206.995,beginner,1471703976,1.5,1.0,6.0,18.0,0.0
user_1083,517,494,0,Egypt,62,1505569456,309.06,213.016,beginner,1430382417,1.0,1.0,6.0,68.0,0.0
user_1084,272,201,0,Belarus,18,1500017667,434.06,366.686,intermediate,1379527842,2.0,1.0,5.0,41.0,0.0
user_1085,330,293,5,Bangladesh,33,1505557917,351.491,315.94,intermediate,1446210792,2.0,1.0,6.0,28.0,0.0
user_1086,152,129,0,None,8,1502586789,395.642,355.218,intermediate,1436923857,2.0,1.0,6.0,40.0,0.0
user_1087,126,104,2,India,6,1505579852,375.0,368.69300000000004,intermediate,1468155974,1.0,1.0,6.0,44.0,0.0
user_1088,608,512,29,India,68,1501395896,464.736,420.87199999999996,intermediate,1413133732,1.0,1.0,5.0,59.0,0.0
user_1089,83,75,0,India,1,1504455956,321.961,287.844,beginner,1441808421,1.0,1.0,4.0,55.0,0.0
user_109,64,52,0,Romania,13,1505559772,501.147,451.835,intermediate,1482171945,2.0,1.0,6.0,36.0,0.0
user_1090,495,426,0,None,10,1505551445,441.514,410.55,intermediate,1412085020,1.0,1.0,6.0,65.0,0.0
user_1091,22,10,0,None,9,1503122860,304.186,288.41700000000003,beginner,1480862543,2.0,1.0,3.0,8.0,0.0
user_1092,588,532,2,Vietnam,43,1505443111,518.349,459.86199999999997,advanced,1399813003,1.5,1.0,6.0,60.0,0.0
user_1093,894,855,0,Egypt,17,1505527406,325.975,292.718,beginner,1471348164,2.0,1.0,6.0,35.0,0.0
user_1094,133,120,-19,India,5,1489127831,313.073,284.69,beginner,1408279637,1.0,1.0,6.0,53.0,0.0
user_1095,258,220,0,None,54,1500563197,539.564,501.43300000000005,advanced,1411052497,1.0,1.0,4.0,56.0,0.0
user_1096,304,265,0,Egypt,48,1505579940,327.695,327.695,intermediate,1454158106,2.0,1.0,6.0,41.0,0.0
user_1097,16,8,0,Bangladesh,3,1496728920,323.968,266.628,beginner,1469179499,1.0,1.0,2.0,5.0,0.0
user_1098,166,134,-10,South Africa,0,1505480662,394.495,391.62800000000004,intermediate,1459437075,1.0,1.0,6.0,31.0,0.0
user_1099,369,334,28,None,29,1505339194,459.86199999999997,451.835,intermediate,1312389864,1.0,1.0,5.0,55.0,0.0
user_11,314,226,0,Bangladesh,44,1505463275,317.947,297.592,beginner,1403700114,2.0,1.0,6.0,38.0,0.0
user_110,208,164,0,Bangladesh,17,1505504177,312.5,145.356,beginner,1432891051,1.0,1.0,6.0,53.0,0.0
user_1100,56,29,0,Russia,3,1496566839,305.906,277.81,beginner,1455272163,1.5,1.0,4.0,22.0,0.0
user_1101,1121,1016,-3,Russia,81,1505554010,643.635,608.945,expert,1379669665,1.0,1.0,3.0,83.0,0.0
user_1102,135,119,0,China,13,1504976582,383.601,371.56,intermediate,1459917649,1.5,1.0,6.0,48.0,0.0
user_1103,1548,1428,1,Ukraine,72,1504956444,612.385,528.096,advanced,1375479787,1.0,1.0,6.0,44.0,0.0
user_1104,1193,1096,0,Egypt,156,1505258294,407.11,336.869,intermediate,1426979318,2.0,1.0,6.0,41.0,0.0
user_1105,671,605,11,India,217,1505382892,572.821,568.807,advanced,1426041411,2.0,1.0,6.0,50.0,0.0
user_1106,249,241,0,India,21,1502566645,370.413,370.413,intermediate,1437128751,1.0,1.0,4.0,74.0,0.0
user_1107,114,95,0,Turkmenistan,11,1503757035,315.08,238.81900000000002,beginner,1418853615,1.0,1.0,6.0,72.0,0.0
user_1108,776,701,-8,None,26,1504444207,380.73400000000004,370.413,intermediate,1476546395,1.0,1.0,4.0,62.0,0.0
user_1109,208,202,0,None,29,1504335142,340.31,329.12800000000004,intermediate,1457526013,1.0,1.0,6.0,59.0,0.0
user_111,36,29,0,None,1,1505104158,341.74300000000005,321.961,intermediate,1483609894,1.0,1.0,3.0,18.0,0.0
user_1110,17,13,0,None,1,1495938079,330.275,253.727,beginner,1483621357,2.0,1.0,6.0,11.0,0.050000000000000044
user_1111,71,42,0,None,0,1505497830,355.218,220.757,beginner,1449667644,2.0,1.0,6.0,15.0,0.0
user_1112,155,138,0,None,11,1504947748,362.099,357.225,intermediate,1453609940,2.0,1.0,6.0,40.0,0.0
user_1113,651,629,0,Russia,36,1505241268,530.1030000000001,498.28,advanced,1414961025,1.0,1.0,6.0,57.0,0.0
user_1114,40,18,0,India,12,1496918022,307.339,159.977,beginner,1443864256,2.0,1.0,2.0,10.0,0.0
user_1115,78,59,0,China,29,1505296249,350.05699999999996,347.477,intermediate,1482840277,2.0,1.0,6.0,36.0,0.0
user_1116,592,509,0,India,39,1505579064,382.167,372.13300000000004,intermediate,1473253715,1.0,1.0,4.0,56.0,0.0
user_1117,196,177,-7,India,17,1505570005,311.067,288.41700000000003,beginner,1465902103,2.0,1.0,6.0,59.0,0.0
user_1118,206,183,1,None,16,1498644190,323.394,299.025,beginner,1450957928,1.0,1.0,6.0,47.0,0.0
user_1119,18,8,0,None,1,1495431244,329.12800000000004,329.12800000000004,intermediate,1372911975,2.0,1.0,6.0,5.0,0.020000000000000018
user_112,372,346,6,Russia,15,1505497187,455.56199999999995,427.75199999999995,intermediate,1417712530,1.0,1.0,3.0,78.0,0.0
user_1120,75,70,0,None,0,1502458352,360.952,360.952,intermediate,1464071600,2.0,1.0,6.0,38.0,0.0
user_1121,435,396,0,China,51,1505562565,514.908,467.89,advanced,1431850997,1.0,1.0,6.0,45.0,0.0
user_1122,145,118,0,None,3,1500401774,313.073,261.468,beginner,1439017942,1.0,1.0,5.0,66.0,0.0
user_1123,663,570,11,Russia,57,1503251964,552.752,524.0830000000001,advanced,1264842433,2.0,1.0,6.0,54.0,0.0
user_1124,178,149,12,Russia,9,1496703612,424.599,411.98400000000004,intermediate,1378221038,1.0,1.0,6.0,54.0,0.0
user_1125,216,181,17,China,55,1505552221,559.346,557.053,advanced,1455781692,2.0,1.0,6.0,47.0,0.0
user_1126,18,6,0,Iran,1,1484239317,325.688,275.803,beginner,1446638460,2.0,1.0,3.0,4.0,0.014999999999999902
user_1127,74,59,0,None,23,1504870880,414.564,414.564,intermediate,1423928462,1.0,1.0,4.0,41.0,0.0
user_1128,1145,1080,27,Russia,47,1505563539,690.654,658.83,expert,1396696219,1.0,1.0,6.0,52.0,0.0
user_1129,994,938,0,Ukraine,48,1505581830,466.74300000000005,464.45,advanced,1445232111,2.0,1.0,6.0,64.0,0.0
user_113,16,11,0,Bangladesh,25,1485110730,313.36,270.356,beginner,1419437387,1.0,1.0,3.0,8.0,0.0
user_1130,12,7,0,None,2,1505559324,315.367,297.305,beginner,1466671956,1.5,1.0,2.0,4.0,0.0
user_1131,87,84,0,None,8,1500296454,497.13300000000004,497.13300000000004,advanced,1468028290,1.5,1.0,6.0,56.0,0.0
user_1132,77,61,0,United States,3,1497288433,321.101,302.752,beginner,1452620542,1.0,1.0,4.0,49.0,0.0
user_1133,183,163,0,China,5,1505009082,503.44,503.44,advanced,1457272190,2.0,1.0,6.0,51.0,0.0
user_1134,12,6,0,None,4,1505379618,340.31,298.452,beginner,1469806591,3.0,3.0,6.0,3.0,0.0
user_1135,110,99,-7,Uzbekistan,14,1495459522,305.619,210.149,beginner,1443176842,1.0,1.0,6.0,61.0,0.0
user_1136,76,57,0,None,26,1499975123,405.963,358.658,intermediate,1350804006,1.0,1.0,4.0,33.0,0.0
user_1137,1698,1554,24,Brazil,193,1505543073,493.97900000000004,467.03,advanced,1373423709,1.0,1.0,5.0,52.0,0.0
user_1138,30,19,0,Taiwan,1,1503833929,307.913,296.732,beginner,1479567763,2.0,1.0,4.0,15.0,0.0
user_1139,5,3,0,None,1,1492988239,323.968,302.752,beginner,1466483413,1.0,1.0,3.0,3.0,0.0
user_114,713,654,4,India,268,1505112016,499.42699999999996,499.42699999999996,advanced,1430920897,1.0,1.0,5.0,48.0,0.0
user_1140,56,54,0,Iran,5,1498902964,345.18300000000005,281.53700000000003,beginner,1479920121,1.0,1.0,5.0,31.0,0.0
user_1141,14,7,0,None,4,1505416054,331.995,265.482,beginner,1444055963,1.0,1.0,5.0,5.0,0.0
user_1142,242,202,0,Bangladesh,13,1505112234,314.79400000000004,274.08299999999997,beginner,1463735321,2.0,1.0,6.0,33.0,0.0
user_1143,216,194,0,India,23,1505562548,341.74300000000005,295.872,beginner,1471372098,2.0,1.0,6.0,50.0,0.0
user_1144,51,44,0,None,1,1501162938,315.08,204.989,beginner,1444640797,2.0,1.0,6.0,34.0,0.0
user_1145,46,34,-6,None,0,1495491300,349.48400000000004,313.073,intermediate,1482673261,2.0,1.0,6.0,22.0,0.0
user_1146,327,248,23,United States,16,1505478729,386.755,241.972,beginner,1275793138,1.0,1.0,4.0,60.0,0.0
user_1147,115,113,0,China,4,1500870233,438.647,438.647,intermediate,1473866047,2.0,1.0,6.0,44.0,0.0
user_1148,450,389,18,Egypt,11,1505563741,343.463,343.463,intermediate,1454084432,2.0,1.0,5.0,59.0,0.0
user_1149,96,87,0,None,32,1505578481,506.881,499.42699999999996,advanced,1416561569,1.0,1.0,4.0,64.0,0.0
user_115,392,332,46,Russia,82,1505570698,636.4680000000001,622.993,expert,1303159857,1.0,1.0,4.0,67.0,0.0
user_1150,91,73,0,None,7,1505073613,379.874,359.23199999999997,intermediate,1477245233,1.0,1.0,6.0,38.0,0.0
user_1151,496,491,0,China,16,1505533119,411.411,383.88800000000003,intermediate,1475196505,1.0,1.0,5.0,94.0,0.0
user_1152,327,273,0,Croatia,36,1504716250,524.369,502.00699999999995,advanced,1330869773,2.0,1.0,6.0,32.0,0.0
user_1153,1134,1084,25,Ukraine,184,1486470390,599.484,551.606,advanced,1342530300,2.0,1.0,6.0,56.0,0.0
user_1154,930,864,4,Argentina,81,1505083148,413.131,385.32099999999997,intermediate,1397963627,2.0,1.0,6.0,53.0,0.0
user_1155,205,176,0,Japan,10,1505579156,502.86699999999996,502.86699999999996,advanced,1474523245,1.0,1.0,4.0,55.0,0.0
user_1156,526,521,19,China,19,1505571511,411.411,394.209,intermediate,1472480753,1.0,1.0,5.0,87.0,0.0
user_1157,46,29,0,None,0,1504382324,305.33299999999997,230.218,beginner,1474863593,2.0,1.0,6.0,21.0,0.0
user_1158,58,50,0,None,10,1501599980,480.218,421.73199999999997,intermediate,1475927760,2.0,1.0,5.0,33.0,0.0
user_1159,89,75,0,Bangladesh,15,1504432597,309.633,259.461,beginner,1438958896,2.0,1.0,4.0,51.0,0.0
user_116,585,474,-64,Uzbekistan,17,1505571425,324.255,310.20599999999996,beginner,1483004368,2.0,1.0,6.0,50.0,0.0
user_1160,408,389,10,India,12,1500316264,442.087,416.57099999999997,intermediate,1402136315,1.0,1.0,6.0,62.0,0.0
user_1161,32,25,0,None,2,1487611918,312.78700000000003,293.291,beginner,1470545452,2.0,1.0,5.0,20.0,0.0
user_1162,131,102,0,India,24,1505561876,356.93800000000005,356.93800000000005,intermediate,1470135918,2.0,1.0,5.0,56.0,0.0
user_1163,40,33,0,None,3,1501432735,343.75,288.704,beginner,1473950765,1.0,1.0,4.0,19.0,0.0
user_1164,213,202,0,None,2,1504074008,406.537,362.385,intermediate,1483671079,1.0,1.0,4.0,76.0,0.0
user_1165,134,117,0,China,43,1505577330,562.7869999999999,562.7869999999999,advanced,1467641625,1.0,1.0,6.0,57.0,0.0
user_1166,77,59,0,Bangladesh,14,1492332943,307.626,92.03,beginner,1454316661,1.0,1.0,4.0,37.0,0.0
user_1167,285,251,0,None,21,1505124010,492.546,433.486,intermediate,1472573701,1.0,1.0,5.0,60.0,0.0
user_1168,984,916,-9,Bangladesh,102,1505578816,341.74300000000005,323.108,intermediate,1434620524,2.0,1.0,6.0,48.0,0.0
user_1169,186,183,0,None,4,1504821337,321.961,281.25,beginner,1458658186,2.0,1.0,5.0,52.0,0.0
user_117,480,404,5,Bangladesh,42,1505573128,354.931,328.555,intermediate,1447840262,2.0,1.0,5.0,50.0,0.0
user_1170,198,147,1,China,29,1504710170,508.601,472.477,advanced,1424791285,1.0,1.0,4.0,57.0,0.0
user_1171,16,10,0,India,0,1505141526,321.101,254.3,beginner,1468583918,2.0,1.0,4.0,5.0,0.0
user_1172,1265,1144,111,Russia,1478,1505403315,800.745,702.695,expert,1267463213,1.0,1.0,4.0,98.0,0.0
user_1173,77,57,0,Egypt,17,1505578811,308.486,133.314,beginner,1455469231,1.0,1.0,3.0,40.0,0.0
user_1174,231,215,0,Russia,8,1505549629,385.608,373.28,intermediate,1302800721,1.0,1.0,3.0,53.0,0.0
user_1175,1909,1891,0,None,19,1505567455,501.43300000000005,475.631,advanced,1399043566,1.0,1.0,6.0,68.0,0.0
user_1176,153,128,6,Belarus,13,1505552584,349.19699999999995,325.975,intermediate,1448467674,2.0,1.0,6.0,46.0,0.0
user_1177,345,319,0,Romania,79,1505582063,505.161,505.161,advanced,1427801866,1.0,1.0,5.0,65.0,0.0
user_1178,203,168,0,Vietnam,15,1493964604,392.48900000000003,301.032,beginner,1394030380,1.0,1.0,6.0,62.0,0.0
user_1179,1119,1021,31,United States,91,1505530163,406.82300000000004,385.608,intermediate,1440451998,1.0,1.0,6.0,60.0,0.0
user_118,461,438,0,Iran,25,1505478636,392.48900000000003,379.014,intermediate,1475258802,2.0,1.0,6.0,49.0,0.0
user_1180,119,82,13,India,17,1505585442,315.08,282.97,beginner,1458318598,2.0,1.0,6.0,27.0,0.0
user_1181,169,153,16,Japan,24,1504276052,426.892,392.48900000000003,intermediate,1480682317,1.0,1.0,6.0,60.0,0.0
user_1182,33,24,0,None,2,1504015704,323.108,239.106,beginner,1454648305,1.0,1.0,3.0,16.0,0.0
user_1183,361,333,0,Bangladesh,73,1505547806,383.028,383.028,intermediate,1439991228,1.0,1.0,6.0,47.0,0.0
user_1184,517,450,0,Bangladesh,89,1505545092,343.75,343.463,intermediate,1428688178,1.0,1.0,6.0,52.0,0.0
user_1185,89,75,0,Vietnam,15,1505552601,392.48900000000003,392.48900000000003,intermediate,1477959423,1.0,1.0,6.0,53.0,0.0
user_1186,1,0,0,None,0,1484252423,304.186,304.186,beginner,1484224774,1.45,1.01,4.98,44.01,0.0
user_1187,269,242,0,None,26,1504770069,403.95599999999996,394.209,intermediate,1474292886,2.0,1.0,6.0,48.0,0.0
user_1188,296,265,6,Brazil,34,1503037197,436.92699999999996,386.181,intermediate,1348977159,1.0,1.0,6.0,59.0,0.0
user_1189,33,30,0,None,1,1490293925,305.619,261.181,beginner,1472652853,1.0,1.0,6.0,19.0,0.0
user_119,387,346,27,United States,49,1504300932,542.144,542.144,advanced,1425938762,2.0,1.0,6.0,43.0,0.0
user_1190,12,10,0,India,0,1498542706,315.654,280.677,beginner,1471506467,1.0,1.0,2.0,5.0,0.0
user_1191,205,166,0,Vietnam,22,1504712625,367.546,340.023,intermediate,1479919979,2.0,1.0,6.0,34.0,0.0
user_1192,492,441,0,Brazil,39,1505579078,413.704,381.02099999999996,intermediate,1459301265,2.0,1.0,6.0,43.0,0.0
user_1193,48,35,0,None,7,1486924765,324.541,263.475,beginner,1422021914,2.0,1.0,6.0,24.0,0.0
user_1194,315,279,0,Kazakhstan,33,1505557097,321.67400000000004,247.993,beginner,1482646446,2.0,1.0,6.0,29.0,0.0
user_1195,203,184,0,Russia,2,1505580430,354.07099999999997,287.844,beginner,1464152931,2.0,1.0,6.0,51.0,0.0
user_1196,113,63,0,Russia,0,1504702335,316.514,199.255,beginner,1333277704,1.0,1.0,4.0,31.0,0.0
user_1197,528,491,-6,Bangladesh,45,1505581672,319.954,291.284,beginner,1450435816,2.0,1.0,6.0,38.0,0.0
user_1198,270,227,0,None,19,1505578962,330.56199999999995,274.656,beginner,1448196796,2.0,1.0,6.0,29.0,0.0
user_1199,539,425,57,Russia,96,1504976293,584.289,482.225,advanced,1286529260,1.0,1.0,6.0,28.0,0.0
user_12,365,318,8,Iran,50,1505561765,394.782,380.73400000000004,intermediate,1413388597,2.0,1.0,6.0,31.0,0.0
user_120,161,128,0,None,5,1499790923,315.94,312.78700000000003,intermediate,1356246172,2.0,1.0,6.0,60.0,0.0
